Trait group	Trait name	ID	Family	Genotype predictive performance	Covariates predictive performance	Full predictive performance	Delta	Number of variants	P	Significant
Disease outcome	/RIVAS_HG19/snpnet/HC33	Spinal cord disorder	binomial	0.51	0.49	0.5	0.01	59	5.86e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1049	TTE adult respiratory distress syndrome	binomial	0.53	0.58	0.58	0.0	1	5.88e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC818	TTE vascular syndromes of brain in cerebrovascular diseases	binomial	0.46	0.71	0.7	-0.01	1	5.91e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25698	WA OD in tract superior longitudinal fasciculus (L)	gaussian	0.01	0.02	0.03	0.01	1298	5.91e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC408	Polio / poliomyelitis	binomial	0.48	0.63	0.61	-0.01	65	5.92e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23314	Arm bone area (R)	gaussian	0.0	0.65	0.65	-0.0	14	5.92e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20498	Felt very upset when reminded of stressful experience in past month	gaussian	0.0	0.02	0.02	0.0	2	5.94e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC20005441	Which eye(s) are affected by cataract (Left eye)	binomial	0.5	0.53	0.53	-0.01	80	5.94e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25081	Mean FA in superior corona radiata on FA skeleton (L)	gaussian	0.01	0.06	0.07	0.01	821	5.96e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25667	WA ICVF in tract medial lemniscus (L)	gaussian	0.01	0.05	0.06	0.01	663	5.97e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25562	WA MO in tract posterior thalamic radiation (R)	gaussian	0.01	0.04	0.04	0.01	342	5.97e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC10005855	Which eye(s) affected by astigmatism (Right eye)	binomial	0.51	0.52	0.52	0.0	3	5.98e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25639	WA L3 in tract middle cerebellar peduncle	gaussian	0.0	0.04	0.04	0.0	185	5.98e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC941	TTE other acute ischaemic heart diseases	binomial	0.49	0.72	0.71	-0.0	18	5.99e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25584	WA L1 in tract inferior longitudinal fasciculus (R)	gaussian	0.0	0.09	0.09	0.01	316	5.99e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC992	TTE oesophageal varices	binomial	0.51	0.66	0.65	-0.0	13	6.00e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25495	WA FA in tract parahippocampal part of cingulum (R)	gaussian	0.0	0.04	0.04	0.0	43	6.01e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25512	WA FA in tract superior thalamic radiation (R)	gaussian	0.0	0.03	0.03	0.0	2	6.02e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20454	Maximum frequency of taking cannabis	gaussian	0.0	0.01	0.01	-0.0	1	6.03e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25655	WA ICVF in tract cingulate gyrus part of cingulum (R)	gaussian	0.03	0.07	0.1	0.03	998	6.04e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25066	Mean FA in inferior cerebellar peduncle on FA skeleton (R)	gaussian	0.01	0.05	0.06	0.0	946	6.08e-01	False
Health and medical history	/RIVAS_HG19/snpnet/INI4814	Tinnitus severity/nuisance	gaussian	0.0	0.01	0.01	0.0	25	6.08e-01	False
Bone-densitometry of heel	/RIVAS_HG19/snpnet/BIN4093	Fractured heel (L)	binomial	0.48	0.51	0.51	-0.0	2	6.08e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC63	Pituitary adenoma/tumour	binomial	0.48	0.51	0.51	-0.0	1	6.10e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25379	Mean ICVF in cingulum cingulate gyrus on FA skeleton (L)	gaussian	0.05	0.09	0.14	0.05	1929	6.11e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC452	TTE other bacterial foodborne intoxications	binomial	0.51	0.6	0.6	-0.0	32	6.13e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC20020526	Been in a serious accident believed to be life-threatening not within the last 12 months	binomial	0.5	0.62	0.62	0.0	2	6.14e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25581	WA L1 in tract inferior fronto-occipital fasciculus (L)	gaussian	0.01	0.08	0.08	0.0	547	6.14e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25497	WA FA in tract corticospinal tract (R)	gaussian	0.0	0.05	0.05	0.0	60	6.15e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25716	WA ISOVF in tract inferior fronto-occipital fasciculus (L)	gaussian	0.02	0.05	0.07	0.02	1080	6.15e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC298	Chronic sinusitis	binomial	0.49	0.52	0.52	-0.0	4	6.15e-01	False
Task functional brain MRI	/RIVAS_HG19/snpnet/INI25050	Median z-stat. (in group-defined mask) for faces-shapes contrast	gaussian	0.0	0.05	0.05	-0.0	2	6.16e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1012	TTE pneumonia due to streptococcus pneumoniae	binomial	0.49	0.59	0.59	-0.0	6	6.16e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC20002877	Type of tobacco previously smoked (hand-rolled cigarettes)	binomial	0.49	0.67	0.67	-0.0	7	6.19e-01	False
Blood assays	/RIVAS_HG19/snpnet/BIN23051	HSV-2 seropositivity for Herpes Simplex virus-2	binomial	0.51	0.53	0.52	-0.0	212	6.19e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC157	Jaundice (unknown cause)	binomial	0.52	0.57	0.57	0.0	97	6.21e-01	False
Blood assays	/RIVAS_HG19/snpnet/BIN23065	BKV seropositivity for Human Polyomavirus BKV	binomial	0.51	0.59	0.6	0.0	7	6.21e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC324	Obsessive compulsive disorder (ocd)	binomial	0.46	0.6	0.6	-0.0	3	6.26e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25475	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (L)	gaussian	0.01	0.0	0.01	0.0	114	6.26e-01	False
Task functional brain MRI	/RIVAS_HG19/snpnet/INI25763	90%ile of BOLD effect (in group-defined mask) for faces activation	gaussian	0.0	0.01	0.01	0.0	2	6.27e-01	False
cancer	/RIVAS_HG19/snpnet/cancer1074	Acute myeloid leukaemia	binomial	0.49	0.6	0.6	-0.0	3	6.28e-01	False
Blood assays	/RIVAS_HG19/snpnet/BIN23055	HHV-6 overall seropositivity for Human Herpesvirus-6	binomial	0.48	0.49	0.49	-0.0	30	6.29e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC128	Peripheral nerve disorder	binomial	0.51	0.52	0.53	0.0	250	6.30e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25491	WA FA in tract anterior thalamic radiation (R)	gaussian	0.01	0.05	0.06	0.01	726	6.30e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN3616	Chest pain due to walking ceases when standing still	binomial	0.49	0.61	0.61	-0.0	4	6.33e-01	False
Task functional brain MRI	/RIVAS_HG19/snpnet/INI25761	90%ile of BOLD effect (in group-defined mask) for shapes activation	gaussian	0.0	0.02	0.02	-0.0	3	6.33e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC348	Bell's palsy/facial nerve palsy	binomial	0.48	0.49	0.48	-0.01	91	6.34e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC517	TTE viral meningitis	binomial	0.51	0.62	0.62	0.0	7	6.35e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC40002654	Non-butter spread type: Polyunsaturated/sunflower oil based spread (eg: Flora)	binomial	0.5	0.53	0.53	-0.0	1	6.36e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20517	Trouble falling or staying asleep, or sleeping too much	gaussian	0.0	0.02	0.02	0.0	185	6.36e-01	False
Death register	/RIVAS_HG19/snpnet/INI40007	Age at death	gaussian	0.0	0.87	0.87	-0.0	6	6.36e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC30020492	Longest period of mania or irritability a week or more	binomial	0.51	0.53	0.52	-0.0	228	6.36e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1033	TTE unspecified chronic bronchitis	binomial	0.48	0.67	0.67	-0.0	3	6.36e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5089	Astigmatism angle (L)	gaussian	0.0	0.0	0.0	0.0	44	6.37e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23212	Femur total BMD (bone mineral density) (R)	gaussian	0.0	0.19	0.19	0.0	2	6.39e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC840	TTE hemiplegia	binomial	0.5	0.6	0.6	-0.01	211	6.40e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC30020537	Often has difficulty controlling worry during worst period of anxiety	binomial	0.5	0.54	0.54	-0.0	21	6.41e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC20020487	Rarely Felt hated by family member as a child	binomial	0.5	0.59	0.59	0.0	1	6.43e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC135	Anxiety/panic attacks	binomial	0.5	0.58	0.58	-0.0	112	6.44e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23273	Leg total mass (R)	gaussian	0.0	0.17	0.17	-0.0	77	6.44e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23272	Leg tissue fat % (R)	gaussian	0.0	0.62	0.62	0.0	9	6.45e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25469	Mean ISOVF in posterior thalamic radiation on FA skeleton (L)	gaussian	0.01	0.05	0.06	0.01	554	6.47e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25516	WA MD in tract acoustic radiation (R)	gaussian	0.0	0.04	0.04	0.0	315	6.48e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25080	Mean FA in superior corona radiata on FA skeleton (R)	gaussian	0.01	0.05	0.07	0.01	1238	6.51e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC123	Muscle/soft tissue problem	binomial	0.49	0.55	0.55	-0.0	27	6.54e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25692	WA OD in tract inferior longitudinal fasciculus (R)	gaussian	0.0	0.02	0.02	0.0	378	6.54e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC859	TTE disorders of lachrymal system and orbit in diseases classified elsewhere	binomial	0.46	0.67	0.64	-0.03	122	6.54e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20440	Impact on normal roles during worst period of depression	gaussian	0.0	0.01	0.01	0.0	1	6.58e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25452	Mean ISOVF in superior cerebellar peduncle on FA skeleton (R)	gaussian	0.01	0.04	0.04	0.01	666	6.59e-01	False
Blood assays	/RIVAS_HG19/snpnet/BIN23059	KSHV seropositivity for Kaposi's Sarcoma-Associated Herpesvirus	binomial	0.52	0.54	0.54	0.0	8	6.60e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1552	TTE congenital malformations of spine and bony thorax	binomial	0.49	0.55	0.55	-0.01	10	6.61e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25689	WA OD in tract inferior fronto-occipital fasciculus (L)	gaussian	0.0	0.01	0.01	-0.0	462	6.61e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25652	WA ICVF in tract anterior thalamic radiation (L)	gaussian	0.03	0.12	0.14	0.02	817	6.62e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25457	Mean ISOVF in anterior limb of internal capsule on FA skeleton (L)	gaussian	0.0	0.08	0.08	0.0	166	6.63e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC256	Fracture toe	binomial	0.51	0.61	0.61	-0.0	1	6.64e-01	False
cancer	/RIVAS_HG19/snpnet/cancer1005	Salivary gland cancer	binomial	0.52	0.62	0.62	0.0	35	6.65e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC10020488	Never Physically abused by family as a child	binomial	0.5	0.58	0.58	-0.0	1	6.66e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25061	Mean FA in fornix on FA skeleton	gaussian	0.01	0.26	0.27	0.01	836	6.67e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC10002877	Type of tobacco previously smoked (manufactured cigarettes)	binomial	0.51	0.69	0.69	-0.0	316	6.67e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC842	TTE other paralytic syndromes	binomial	0.51	0.55	0.55	0.0	1	6.67e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25440	Mean ISOVF in middle cerebellar peduncle on FA skeleton	gaussian	0.0	0.02	0.02	-0.0	5	6.67e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI23037	PorB antigen for Chlamydia trachomatis	gaussian	0.0	0.0	0.0	-0.0	8	6.68e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25604	WA L2 in tract corticospinal tract (L)	gaussian	0.0	0.02	0.03	0.0	150	6.72e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC102	Vertigo	binomial	0.49	0.6	0.59	-0.01	98	6.74e-01	False
Hospital inpatient	/RIVAS_HG19/snpnet/BIN41215	Detention categories	binomial	0.5	0.62	0.62	0.0	7	6.75e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23257	Arms fat mass	gaussian	0.0	0.07	0.07	-0.0	1	6.75e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25460	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (R)	gaussian	0.0	0.04	0.04	0.0	134	6.76e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1050	TTE pulmonary oedema	binomial	0.49	0.67	0.67	-0.0	1	6.76e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1167	TTE other erythematous conditions	binomial	0.49	0.55	0.54	-0.01	83	6.78e-01	False
ECG at rest, 12-lead	/RIVAS_HG19/snpnet/INI12338	P duration	gaussian	0.0	0.01	0.01	0.0	107	6.79e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25805	Vol. of grey matter in Middle Temporal Gyrus, posterior division (R)	gaussian	0.01	0.1	0.1	0.0	1076	6.80e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC100020544	Bulimia nervosa diagnosed by  a professional	binomial	0.49	0.84	0.84	-0.0	6	6.80e-01	False
Digestive health	/RIVAS_HG19/snpnet/INI21047	# of weeks (in the last year) at work suffering because of IBS	gaussian	0.0	0.01	0.01	-0.0	6	6.81e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25001	Vol. of peripheral cortical grey matter (normalised for head size)	gaussian	0.01	0.4	0.41	0.01	1112	6.83e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25075	Mean FA in posterior limb of internal capsule on FA skeleton (L)	gaussian	0.02	0.01	0.03	0.02	1796	6.85e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1001	TTE acute nasopharyngitis [common cold]	binomial	0.5	0.57	0.57	0.0	5	6.87e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1120	TTE chronic hepatitis, not elsewhere classified	binomial	0.58	0.53	0.54	0.01	5	6.87e-01	False
Biomarkers	/RIVAS_HG19/snpnet/INI10030860	Total protein	gaussian	0.1	0.0	0.1	0.1	15886	6.88e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25447	Mean ISOVF in corticospinal tract on FA skeleton (L)	gaussian	0.0	0.0	0.0	0.0	35	6.90e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC451	TTE other bacterial intestinal infections	binomial	0.51	0.57	0.57	0.0	1	6.93e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1056	TTE pleural effusion in conditions classified elsewhere	binomial	0.5	0.7	0.7	0.0	6	6.94e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25687	WA OD in tract forceps major	gaussian	0.0	0.04	0.04	0.0	308	6.94e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC35	Sick sinus syndrome	binomial	0.51	0.69	0.69	0.0	33	6.96e-01	False
Digestive health	/RIVAS_HG19/snpnet/INI21025	Freq. of discomfort/pain in abdomen in last 3 months	gaussian	0.0	0.03	0.03	0.0	256	6.98e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25560	WA MO in tract medial lemniscus (R)	gaussian	0.0	0.02	0.02	0.0	258	6.99e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25653	WA ICVF in tract anterior thalamic radiation (R)	gaussian	0.02	0.12	0.14	0.02	791	6.99e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1122	TTE other inflammatory liver diseases	binomial	0.51	0.53	0.53	-0.0	32	7.01e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5117	6mm cylindrical power (R)	gaussian	0.0	0.0	0.0	0.0	26	7.02e-01	False
Blood assays	/RIVAS_HG19/snpnet/BIN23075	HPV 16 Definition II seropositivity for Human Papillomavirus type-16	binomial	0.48	0.48	0.47	-0.01	8	7.02e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25806	Vol. of grey matter in Middle Temporal Gyrus, temporooccipital part (L)	gaussian	0.0	0.03	0.03	0.0	369	7.05e-01	False
ECG at rest, 12-lead	/RIVAS_HG19/snpnet/INI22333	RR interval	gaussian	0.0	0.01	0.02	0.0	101	7.06e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23277	Legs total mass	gaussian	0.0	0.17	0.16	-0.01	95	7.07e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25072	Mean FA in anterior limb of internal capsule on FA skeleton (R)	gaussian	0.01	0.05	0.07	0.01	1280	7.08e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1598	Ave. weekly spirits intake	gaussian	0.0	0.01	0.01	0.0	1	7.09e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25519	WA MD in tract cingulate gyrus part of cingulum (L)	gaussian	0.01	0.04	0.05	0.01	296	7.09e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC121	Peritonitis	binomial	0.51	0.55	0.55	0.0	28	7.11e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC784	TTE other behavioural and emotional disorders with onset usually occurring in childhood an	binomial	0.52	0.6	0.61	0.01	13	7.11e-01	False
Diet by 24-hour recall	/RIVAS_HG19/snpnet/INI100010	Portion size	gaussian	0.0	0.05	0.05	0.0	591	7.12e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5206	LogMAR, initial (L)	gaussian	0.0	0.02	0.02	0.0	3	7.13e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI23008	Pp 52 antigen for Human Cytomegalovirus	gaussian	0.0	0.03	0.03	-0.0	116	7.16e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5237	3mm index of best keratometry results (R)	gaussian	0.0	0.0	0.0	0.0	2	7.19e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25344	Mean ICVF in middle cerebellar peduncle on FA skeleton	gaussian	0.03	0.03	0.06	0.03	1580	7.19e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5119	3mm cylindrical power (L)	gaussian	0.0	0.01	0.01	0.0	1	7.21e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23262	Gynoid fat mass	gaussian	0.0	0.11	0.11	0.0	19	7.23e-01	False
Psychosocial factors	/RIVAS_HG19/snpnet/QT_FC1004548	Health satisfaction	gaussian	0.0	0.0	0.0	0.0	1814	7.23e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC106	Emphysema/chronic bronchitis	binomial	0.52	0.65	0.65	0.0	273	7.26e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25602	WA L2 in tract parahippocampal part of cingulum (L)	gaussian	0.0	0.04	0.04	-0.0	2	7.26e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25633	WA L3 in tract forceps major	gaussian	0.0	0.01	0.01	-0.0	1	7.27e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25071	Mean FA in cerebral peduncle on FA skeleton (L)	gaussian	0.0	0.07	0.08	0.0	1295	7.29e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25649	WA L3 in tract uncinate fasciculus (R)	gaussian	0.02	0.1	0.12	0.02	1320	7.31e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC10005518	Leg pain on walking : effect of standing still (Pain usually continues for more than 10 minutes)	binomial	0.5	0.55	0.55	-0.0	1	7.32e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC122	Disorder or pituitary gland	binomial	0.51	0.43	0.43	0.0	5	7.32e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC5	Myositis/myopathy	binomial	0.51	0.55	0.55	0.0	1	7.33e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC998	TTE postprocedural disorders of circulatory system, not elsewhere classified	binomial	0.48	0.71	0.69	-0.01	38	7.34e-01	False
Digestive health	/RIVAS_HG19/snpnet/BIN21073	Fever when IBS symptoms first began	binomial	0.51	0.55	0.55	0.0	46	7.36e-01	False
Biomarkers	/RIVAS_HG19/snpnet/INI10030740	Glucose	gaussian	0.03	0.0	0.02	0.02	2932	7.37e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC80020548	Manifestations of mania or irritability More active vs any	binomial	0.5	0.5	0.5	-0.0	8	7.38e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25073	Mean FA in anterior limb of internal capsule on FA skeleton (L)	gaussian	0.01	0.06	0.07	0.01	731	7.38e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25099	Mean FA in superior fronto-occipital fasciculus on FA skeleton (L)	gaussian	0.01	0.11	0.12	0.01	1286	7.38e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23315	Leg bone area (L)	gaussian	0.0	0.56	0.56	-0.0	30	7.41e-01	False
Task functional brain MRI	/RIVAS_HG19/snpnet/INI25048	Median BOLD effect (in group-defined mask) for faces-shapes contrast	gaussian	0.0	0.02	0.02	-0.0	2	7.42e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC323	Head injury	binomial	0.5	0.61	0.61	0.0	1	7.44e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25730	WA ISOVF in tract uncinate fasciculus (R)	gaussian	0.01	0.05	0.06	0.01	83	7.44e-01	False
ECG at rest, 12-lead	/RIVAS_HG19/snpnet/BIN_FC30012323	12-lead ECG measuring method	binomial	0.5	0.67	0.66	-0.01	298	7.46e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25467	Mean ISOVF in posterior corona radiata on FA skeleton (L)	gaussian	0.0	0.06	0.07	0.0	466	7.48e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25572	WA L1 in tract anterior thalamic radiation (R)	gaussian	0.0	0.22	0.22	-0.0	1	7.49e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25680	WA OD in tract anterior thalamic radiation (R)	gaussian	0.0	0.1	0.1	-0.0	1	7.49e-01	False
Work environment	/RIVAS_HG19/snpnet/BIN_FC20022506	Tobacco smoking current vs past	binomial	0.51	0.65	0.64	-0.0	89	7.51e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC895	TTE blindness and low vision	binomial	0.51	0.61	0.61	0.0	7	7.52e-01	False
Population characteristics	/RIVAS_HG19/snpnet/INI26421	Education score (Wales)	gaussian	0.0	0.01	0.01	0.0	8	7.53e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25488	WA FA in tract acoustic radiation (L)	gaussian	0.01	0.01	0.02	0.01	1025	7.54e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25709	WA ISOVF in tract cingulate gyrus part of cingulum (R)	gaussian	0.01	0.0	0.01	0.01	245	7.55e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1408	TTE preterm delivery	binomial	0.52	0.9	0.9	0.0	5	7.56e-01	False
Abdominal MRI	/RIVAS_HG19/snpnet/INI22407	Visceral adipose tissue volume (VAT)	gaussian	0.0	0.29	0.29	-0.0	13	7.57e-01	False
Psychosocial factors	/RIVAS_HG19/snpnet/INI5386	# of unenthusiastic/disinterested episodes	gaussian	0.0	0.0	0.0	-0.0	36	7.58e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25840	Vol. of grey matter in Cingulate Gyrus, posterior division (L)	gaussian	0.0	0.2	0.2	0.0	2	7.59e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/QT_FC10003506	Smoking compared to 10 years previous	gaussian	0.0	0.02	0.01	-0.0	34	7.62e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC316	Dyspepsia / indigestion	binomial	0.5	0.58	0.58	0.0	1	7.63e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25097	Mean FA in superior longitudinal fasciculus on FA skeleton (L)	gaussian	0.02	0.04	0.06	0.02	3389	7.65e-01	False
Task functional brain MRI	/RIVAS_HG19/snpnet/INI25767	90%ile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast	gaussian	0.0	0.0	0.0	-0.0	26	7.66e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC30003446	Type of tobacco currently smoked (cigars or pipes)	binomial	0.51	0.82	0.82	0.0	2	7.67e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1346	TTE vulvovaginal ulceration and inflammation in diseases classified elsewhere	binomial	0.47	0.73	0.73	-0.0	73	7.68e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23213	Femur total BMD (bone mineral density) T-score (R)	gaussian	0.0	0.07	0.07	0.0	3	7.68e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN20540	Multiple worries during worst period of anxiety	binomial	0.5	0.59	0.59	0.0	8	7.69e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1297	TTE obstructive and reflux uropathy	binomial	0.5	0.62	0.62	-0.0	20	7.69e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC406	Fracture neck of femur / hip	binomial	0.5	0.62	0.62	-0.0	3	7.69e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC44	Bile duct obstruction/ascending cholangitis	binomial	0.5	0.63	0.63	0.0	5	7.72e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC50002267	Use of sun/uv protection (Do not go out in sunshine)	binomial	0.5	0.57	0.57	-0.0	1	7.76e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25851	Vol. of grey matter in Parahippocampal Gyrus, posterior division (R)	gaussian	0.01	0.09	0.1	0.01	1078	7.79e-01	False
Diet by 24-hour recall	/RIVAS_HG19/snpnet/BIN102930	Egg consumers	binomial	0.5	0.52	0.52	-0.0	2	7.80e-01	False
Population characteristics	/RIVAS_HG19/snpnet/INI26426	Index of Multiple Deprivation (Wales)	gaussian	0.0	0.01	0.01	-0.0	8	7.83e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25515	WA MD in tract acoustic radiation (L)	gaussian	0.0	0.01	0.01	0.0	63	7.84e-01	False
